Code;Denomination;Class;SoftAtk;HardAtk;AirAtk;NavalAtk;GroundDef;AirDef;CloseDef;Target;Initiativa;GunRange;SpotRange;RangeDefMod;MoveMode;MovMethod;MovPoints;Fuel;Ammo;byteB21;Cost;byteB23,24;byteB25;MonthExpired;MontAvaible;YearAvaible;YearExpired;Organic Transport;Country;Special1;Special2;byteB37;byteB38;bomberCode;Icon;atkMel;movMel;dieMel;byte52;byte53;byte54;byte55;byte56;byte57;byte58;byte59;byte60;byte61;byte62;byte63;byte64;byte65;byte66;byte67;byte68;byte69;byte70;byte71;byte72;byte73
804;AF.39;13;0;0;0;0;7;4;0;2;0;1;1;1;1;5;16;0;0;0;32;270;0;5;8;32;41;0;24;65;1;0;0;0;JK070;74;14;99 ;0;1;0;0;0;0;0;0;24;1;0;0;0;0;0;0;0;0;0;0;0;0
805;40 Vanatori de Munte;1;7;1;0;4;7;7;2;0;2;1;2;8;0;8;3;0;6;0;25;110;0;8;8;40;43;2;18;1;2;31;0;0;JKI48;2;1;1 ;0;0;0;0;0;0;0;0;18;1;223;0;0;0;129;0;0;0;0;0;0;0
806;Blenheim I;11;8;5;4;3;9;11;0;2;3;1;1;1;1;5;19;0;4;0;65;224;0;1;2;41;42;0;9;65;0;0;0;0;MMP24;95;22;4 ;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0
807;20mm D/65;5;5;3;7;3;3;6;1;0;5;1;2;8;0;3;2;0;12;0;5;139;0;12;8;40;46;2;3;1;128;20;0;0;PT177;71;80;13 ;65;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
808;37mm D/39;4;3;7;0;3;8;8;0;0;6;1;2;9;0;3;2;0;10;0;6;32;0;12;8;37;46;2;3;1;0;0;0;0;PT432;73;80;13 ;1;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
809;75mm D/27;8;7;4;0;1;3;6;0;0;1;3;2;3;0;4;1;0;10;0;10;60;0;12;1;19;46;2;3;1;0;0;0;0;PA403;16;80;13 ;2;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
810;105mm D/35;8;10;6;0;2;3;6;0;0;2;4;2;3;0;4;0;0;5;0;20;60;0;12;1;30;46;1;3;1;0;0;0;0;PA791;15;80;13 ;4;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
811;Pehota;1;4;1;0;3;5;6;1;0;1;1;2;6;0;3;3;0;6;0;5;100;0;7;1;35;44;2;3;1;0;0;0;0;I11X3;2;1;1 ;128;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
812;Kavaleria;1;4;1;0;2;4;4;0;0;2;1;3;5;0;8;5;0;6;0;9;100;0;12;1;35;46;1;3;1;0;0;0;0;SL27;2;2;10 ;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
813;M-222;3;7;4;0;3;7;6;0;1;6;1;3;6;0;2;9;55;8;0;30;41;0;12;7;43;46;1;3;1;0;0;0;0;PA430;13;3;2 ;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
814;Reno;2;5;4;0;3;8;7;2;1;3;1;1;5;0;0;4;41;8;0;23;9;0;12;5;41;46;1;3;1;0;0;0;0;PT142;73;70;2 ;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
815;B-534 Dogan;10;1;0;9;2;8;10;0;2;3;1;1;1;1;5;14;0;6;0;48;451;0;12;11;39;44;0;3;1;0;0;0;0;WDB33;23;45;14 ;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
816;Karutca;7;0;0;0;0;1;1;0;0;0;1;1;1;0;2;4;0;0;0;1;271;0;12;1;34;46;1;3;49;0;0;0;0;TD65;82;9;10 ;4;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
817;Blitz 3t;7;0;0;0;0;2;2;0;0;1;1;1;2;0;2;10;71;0;0;8;46;0;12;1;35;46;1;3;49;0;0;0;0;JK472;82;3;1 ;36;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
818;Transport;18;0;0;0;0;1;4;0;3;0;1;1;1;0;6;5;0;0;0;9;854;0;0;1;40;46;0;3;1;1;0;0;0;WDE80;46;16;5 ;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
819;Ju-52/3m Sowa;13;0;0;4;0;7;6;0;2;1;1;1;1;1;5;15;0;4;0;38;93;0;12;10;38;54;0;3;65;1;0;0;0;TDZ17;74;14;99 ;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0
820;GL;10;1;0;8;1;8;11;0;2;4;1;1;1;1;5;14;0;7;0;49;144;0;12;1;40;40;0;6;1;0;8;0;0;WDC96;23;45;14 ;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0
821;20mm vz36;5;5;3;7;3;3;6;1;0;5;1;2;8;0;3;2;0;12;0;5;139;0;9;3;39;44;2;1;1;128;20;0;0;PT218;71;80;13 ;65;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
822;40mm mle36;9;8;6;10;0;2;5;0;0;4;2;2;7;0;4;1;0;8;0;14;171;0;12;12;39;46;2;2;49;0;0;0;0;PA717;46;80;13 ;2;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
823;47mm mle31;4;4;10;0;3;8;8;0;0;8;1;2;10;0;3;2;0;7;0;7;210;0;7;3;32;40;2;2;1;0;0;0;0;PT326;73;80;13 ;2;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
824;75mm C mle04;8;7;4;0;2;3;7;0;0;2;3;2;3;0;4;1;0;10;0;11;211;0;12;1;6;46;2;2;1;0;0;0;0;PT327;16;80;13 ;2;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
825;105mm L mle13;8;10;6;0;2;3;6;0;0;2;4;2;3;0;4;0;0;5;0;20;211;0;7;1;20;40;1;2;1;0;0;0;0;PA791;15;80;13 ;4;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
826;Infanterie;1;6;1;0;3;5;7;1;0;1;1;2;6;0;3;3;0;6;0;6;107;0;10;1;35;40;2;2;1;64;0;0;0;JK467;2;1;1 ;32;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
827;Cavalerie;1;5;2;0;3;5;6;0;0;1;1;3;6;0;3;3;0;6;0;6;107;0;7;1;35;40;2;2;1;64;0;0;0;JKK99;50;1;1 ;160;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
828;Milice;1;3;1;0;2;4;4;0;0;0;1;2;5;0;8;2;0;4;0;3;107;0;7;1;35;43;0;2;33;0;2;0;0;JKL16;2;1;1 ;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
829;T-15;2;3;2;0;3;6;5;2;1;3;1;1;7;0;0;7;50;10;0;14;203;0;7;11;39;40;1;2;1;0;0;0;0;PT289;9;70;2 ;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
830;ACG-1;2;7;9;0;3;8;8;2;1;6;1;1;9;0;0;5;41;10;0;29;9;0;7;5;35;40;1;2;1;0;0;0;0;PT145;73;70;2 ;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
831;G.Ib;10;2;2;14;2;9;10;0;2;3;1;1;1;1;5;18;0;6;0;72;3;0;6;5;40;40;0;14;1;0;0;0;0;WDC55;23;45;9 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
832;38 Kazaki;1;6;1;0;1;6;5;0;0;3;1;3;6;0;8;5;0;6;0;18;112;0;9;1;38;41;1;20;1;0;31;0;0;DRG85;2;2;10 ;0;0;0;0;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0
833;Jazdectvo;1;4;1;0;2;5;5;0;0;2;1;3;6;0;8;5;0;6;0;10;99;0;9;3;39;44;1;1;1;0;0;0;0;JKI81;2;2;1 ;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
834;Attelage;7;0;0;0;0;1;1;0;0;0;1;1;1;0;2;4;0;0;0;2;271;0;7;1;34;43;1;2;49;0;0;0;0;TD65;82;9;10 ;4;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
835;FN;7;0;0;0;0;2;2;0;0;1;1;1;2;0;2;10;60;0;0;8;200;0;12;1;35;46;1;2;49;0;0;0;0;JK233;82;3;1 ;36;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
836;SM-73;13;0;0;0;0;9;7;0;2;1;1;1;1;1;5;16;0;0;0;41;270;0;12;1;40;41;0;2;65;1;0;0;0;FZ163;74;14;99 ;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
837;Transport;18;0;0;0;0;2;4;0;3;1;1;1;2;0;6;5;0;0;0;9;184;0;12;1;36;46;0;2;1;1;0;0;0;WDE80;46;16;5 ;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
838;40mm M36;9;8;6;10;0;2;5;0;0;4;2;2;7;0;4;1;0;8;0;14;140;0;12;3;37;46;1;14;49;0;0;0;0;PA717;46;80;13 ;2;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
839;75mm M34;9;7;8;9;0;1;4;0;0;6;3;2;6;0;4;0;0;8;0;31;33;0;7;9;36;40;1;14;49;0;0;0;0;PA710;80;80;13 ;8;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
840;75mm M03;8;7;4;0;2;3;7;0;0;2;3;2;3;0;4;1;0;10;0;11;211;0;7;1;13;40;2;14;1;0;0;0;0;PT327;16;80;13 ;2;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
841;Infanterie;1;5;2;0;3;5;7;1;0;1;1;2;8;0;3;3;0;6;0;6;96;0;7;1;36;40;2;14;1;0;0;0;0;JK474;2;1;1 ;32;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
842;44 Jalkavaki;1;7;4;0;3;8;8;2;0;1;1;2;8;0;3;3;0;6;0;8;1;0;12;4;44;46;2;6;1;0;0;0;0;JKI28;97;1;1 ;32;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0
843;D.XXIII;10;2;1;13;1;9;12;0;2;4;1;1;1;1;5;16;0;6;0;73;89;0;7;6;40;40;0;14;1;0;0;0;0;MMP75;23;45;8 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
844;T.V;12;3;1;6;4;9;9;0;2;2;1;1;1;1;5;18;0;3;0;54;267;0;6;10;38;40;0;14;65;0;4;0;13;WDC81;21;13;7 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
845;Paard en Wagen;7;0;0;0;0;1;1;0;0;0;1;1;1;0;2;4;0;0;0;1;271;0;7;1;34;40;1;14;49;0;0;0;0;TD65;82;9;10 ;4;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
846;Trado II;7;0;0;0;0;2;2;0;0;1;1;1;2;0;2;9;73;0;0;7;200;0;12;1;35;46;1;14;49;0;0;0;0;PA850;82;3;1 ;132;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
847;41 Motociklisti;1;6;1;0;2;6;6;0;0;1;1;3;8;0;2;8;50;6;0;22;112;0;4;8;41;43;1;20;1;0;0;0;0;JKI09;98;51;1 ;0;0;0;0;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0
848;37 Motocyclistes;1;5;1;0;2;5;4;0;0;2;1;3;6;0;2;8;50;6;0;18;95;0;8;3;37;40;1;7;1;0;0;0;0;JK411;2;51;1 ;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0
849;F.VII;13;0;0;0;0;5;3;0;2;0;1;1;1;1;5;17;0;0;0;27;270;0;6;6;36;40;0;14;65;1;0;0;0;TDK29;74;14;99 ;0;1;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
850;Zee Vervoer;18;0;0;0;0;2;4;0;3;1;1;1;2;0;6;5;0;0;0;9;877;0;7;1;36;40;0;14;1;1;0;0;0;WDE80;45;16;5 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
851;40mm M.36;9;8;6;10;0;2;5;0;0;4;2;2;7;0;4;1;0;8;0;14;140;0;12;11;39;46;2;12;49;0;0;0;0;PA731;46;80;13 ;2;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
852;37mm M.35;4;3;7;0;3;8;8;0;0;6;1;2;9;0;3;2;0;10;0;6;32;0;12;4;37;46;2;12;1;0;0;0;0;PT413;73;80;13 ;1;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
853;75mm M.03/10;8;7;4;0;2;3;7;0;0;2;3;2;3;0;4;1;0;10;0;11;60;0;12;9;38;46;2;12;1;0;0;0;0;PT329;16;80;13 ;2;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
854;105mm M.16;8;9;5;0;2;3;6;0;0;2;3;2;3;0;4;0;0;5;0;15;60;0;12;12;18;46;2;12;1;0;0;0;0;PA789;15;80;13 ;4;4;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
855;Piyade;1;4;1;0;3;5;5;1;0;1;1;2;5;0;3;3;0;6;0;5;147;0;3;1;35;44;2;12;1;0;0;0;0;JKK30;2;1;1 ;32;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
856;Suvari;1;4;1;0;2;4;4;0;0;2;1;3;4;0;8;5;0;6;0;9;126;0;12;1;35;46;1;12;1;0;0;0;0;JKK39;2;2;10 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
857;Daglari;1;5;1;0;4;6;6;2;0;1;1;2;6;0;8;3;0;6;0;20;125;0;3;12;38;44;2;12;1;2;0;0;0;JKK45;2;1;1 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
858;Humber II;3;5;2;0;1;6;7;2;1;6;1;3;6;0;2;9;65;10;0;20;834;0;12;11;41;46;1;12;1;0;0;0;0;PT277;99;3;2 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
859;Lt VIb;2;5;2;0;1;6;5;2;1;3;1;1;5;0;0;7;50;10;0;15;203;0;3;1;40;42;1;12;1;0;0;0;0;PT288;99;70;2 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
860;T-26;2;7;8;0;3;8;7;2;1;6;1;1;3;0;0;4;45;14;0;27;161;0;7;9;38;42;1;12;1;0;0;0;0;PA402;47;70;2 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
861;P.24A;10;2;2;10;1;6;8;0;2;4;1;2;1;1;5;15;0;6;0;44;144;0;3;5;36;43;0;12;1;0;0;0;0;FZ167;23;45;14 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
862;MS-406;10;1;1;10;0;7;9;0;2;5;1;2;1;1;5;17;0;8;0;52;14;0;7;8;40;43;0;12;1;0;0;0;0;PA206;18;46;8 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
863;Hurricane IA;10;2;1;12;1;9;12;0;2;4;1;1;1;1;5;16;0;5;0;51;220;0;12;10;39;46;0;12;1;0;0;0;0;PA539;18;46;8 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
864;Blenheim I;11;5;5;4;3;9;8;0;2;3;1;2;1;1;5;17;0;4;0;59;224;0;8;12;37;44;0;12;65;0;0;0;0;MMP31;95;22;4 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
865;Yuk vagonu;7;0;0;0;0;1;1;0;0;0;1;1;1;0;2;4;0;0;0;2;271;0;12;1;35;46;1;12;49;0;0;0;0;PAT16;82;9;10 ;4;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
866;ZiS-5;7;0;0;0;0;2;2;0;0;1;1;1;2;0;2;7;39;0;0;4;168;0;8;9;38;43;1;12;49;0;0;0;0;PA462;82;3;1 ;132;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
867;Gunboat G;20;3;2;2;4;7;6;0;0;4;3;2;1;0;7;4;0;10;0;23;215;0;12;1;35;42;0;0;65;1;20;0;0;PL84;16;16;5 ;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
868;MTB;15;1;1;1;8;6;4;3;0;8;2;3;1;0;6;8;0;4;0;18;215;0;12;1;35;46;0;0;65;5;4;0;0;ADPT1;41;16;5 ;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
869;Deniz Tasima;18;0;0;0;0;1;4;0;3;0;1;1;1;0;6;5;0;0;0;9;877;0;12;1;35;46;0;12;1;1;0;0;0;WDE80;46;16;5 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
870;Anson I;13;0;0;0;0;6;6;0;2;1;1;1;1;1;5;17;0;0;0;34;93;0;12;3;40;46;0;12;65;1;0;0;0;PA669;74;14;99 ;0;0;0;0;0;0;0;0;12;1;0;0;0;0;0;0;0;0;0;0;0;0
871;Dragoner;1;4;1;0;2;5;5;1;0;2;1;3;6;0;8;5;0;6;0;11;99;0;9;1;35;40;1;15;1;0;0;0;0;SL27;2;2;10 ;0;0;0;0;0;0;0;0;15;1;0;0;0;0;0;0;0;0;0;0;0;0
872;B.71;11;7;4;6;3;9;10;0;2;2;1;1;1;1;5;17;0;4;0;63;182;0;4;6;37;39;0;4;65;0;0;0;0;WDC62;27;13;4 ;0;0;0;0;0;0;0;0;4;1;3;0;0;0;0;8;0;0;0;0;0;0
873;41 Albanesi;1;3;1;0;2;4;3;0;0;0;1;2;6;0;8;3;0;5;0;3;107;0;9;1;41;43;1;13;33;0;2;0;0;JK269;2;1;1 ;0;0;0;0;0;0;0;0;13;1;8;0;0;0;5;17;0;0;0;0;0;0
874;40 Libici;1;5;1;0;2;4;4;0;0;0;1;2;5;0;8;3;0;5;0;5;107;0;3;3;40;41;0;13;1;0;2;0;0;JKR65;2;1;1 ;0;0;0;0;0;0;0;0;13;1;32;0;0;0;2;0;0;0;0;0;0;0
875;Gladiator I;10;1;0;9;1;8;10;0;2;3;1;1;1;1;5;14;0;6;0;48;144;0;7;9;37;40;0;2;1;0;0;0;0;WDE76;23;45;14 ;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
876;41 Partisani;1;4;1;0;2;6;6;3;0;1;1;3;7;0;8;3;0;7;0;10;112;0;8;8;41;44;0;20;1;2;31;0;0;JKN05;2;1;1 ;32;0;0;0;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0
877;40 Stridsgrupp;1;6;2;0;3;7;7;2;0;1;1;2;6;0;8;3;0;5;0;12;104;0;4;2;40;40;2;21;1;0;0;0;0;I38X3;2;1;1 ;32;0;0;0;0;0;0;0;21;1;0;0;0;0;0;0;0;0;0;0;0;0
878;40 Resistance;1;3;1;0;2;5;6;3;0;1;1;3;8;0;8;3;0;4;0;9;95;0;2;8;40;44;0;7;33;2;2;0;0;OV34;2;1;1 ;0;0;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0
879;EDES;1;4;1;0;2;5;5;3;0;1;1;3;5;0;8;3;0;4;0;8;123;0;11;8;41;44;0;9;1;2;2;0;0;ER60;2;1;1 ;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;0;0;0;0;0;0
880;2cm M 938;5;5;3;7;3;3;6;1;0;5;1;2;8;0;3;2;0;12;0;5;139;0;12;2;38;46;2;17;1;128;20;0;0;PT170;71;80;13 ;1;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
881;3,7cm HK;4;3;7;0;3;8;8;0;0;6;1;2;9;0;3;2;0;10;0;6;32;0;12;4;37;46;2;17;1;0;0;0;0;PT431;73;80;13 ;1;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
882;7,5cm M 904;8;7;4;0;2;3;7;0;0;2;3;2;3;0;4;1;0;10;0;11;60;0;12;1;33;46;2;17;1;0;0;0;0;PT328;16;80;13 ;2;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
883;Infantaria;1;3;1;0;3;4;4;1;0;1;1;2;6;0;3;3;0;6;0;4;112;0;2;1;33;44;2;17;1;0;0;0;0;I21X3;2;1;1 ;32;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
884;Caballeria;1;4;1;0;2;4;4;0;0;2;1;3;5;0;8;5;0;5;0;9;107;0;12;7;36;46;1;25;1;0;0;0;0;JK105;2;2;10 ;0;0;0;0;0;0;0;0;25;1;0;0;0;0;0;0;0;0;0;0;0;0
885;Gladiator IIA;10;1;0;8;1;8;11;0;2;4;1;1;1;1;5;14;0;7;0;54;144;0;6;10;40;43;0;17;1;0;0;0;0;PA538;23;45;14 ;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
886;Transporte a Cavalo;7;0;0;0;0;1;1;0;0;0;1;1;1;0;2;4;0;0;0;1;271;0;12;1;32;46;1;17;49;0;0;0;0;TD64;82;9;10 ;4;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
887;47mm M35;4;4;8;0;3;8;8;0;0;6;1;2;9;0;3;2;0;9;0;7;210;0;7;5;36;40;2;14;1;0;0;0;0;PT211;73;80;13 ;1;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
888;Genie;1;6;3;0;4;7;7;2;0;2;1;2;8;0;3;2;0;7;0;27;96;0;7;2;40;40;2;14;5;0;0;0;0;TD19;45;72;1 ;128;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
889;C-47;13;0;0;0;0;10;7;0;2;1;1;1;1;1;5;19;0;0;0;48;270;0;12;1;43;46;0;17;65;1;0;0;0;PAT90;74;14;99 ;0;1;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
890;Transporte;18;0;0;0;0;1;4;0;3;0;1;1;1;0;6;5;0;0;0;9;877;0;12;1;35;46;0;17;1;1;0;0;0;WDE80;46;16;5 ;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0
891;20mm M35;5;5;3;7;3;3;6;1;0;5;1;2;8;0;3;2;0;12;0;5;140;0;12;9;36;46;2;5;1;128;20;0;0;PT171;71;80;13 ;1;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
892;75mm FK02;8;7;4;0;2;3;7;0;0;2;3;2;3;0;4;1;0;10;0;11;60;0;9;6;3;43;2;5;1;0;0;0;0;PT327;16;80;13 ;2;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
893;105mm 105/28;8;10;6;0;2;3;6;0;0;2;4;2;3;0;4;0;0;5;0;20;60;0;11;2;18;43;1;13;1;0;0;0;0;PA790;15;80;13 ;4;0;0;0;0;0;0;0;13;1;255;0;0;0;39;0;0;0;0;0;0;0
894;Infanteri;1;4;1;0;3;4;5;1;0;1;1;2;8;0;3;3;0;6;0;4;115;0;5;1;35;43;2;5;1;0;0;0;0;I11X3;2;1;1 ;128;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
895;IIIJ;10;2;1;12;1;7;10;0;2;3;1;1;1;1;5;15;0;6;0;59;89;0;5;4;39;40;0;5;1;0;0;0;0;WDE68;23;45;8 ;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
896;Hestevogn;7;0;0;0;0;1;1;0;0;0;1;1;1;0;2;5;0;0;0;1;271;0;12;1;34;46;1;5;177;0;0;0;0;TDZ98;82;84;10 ;3;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
897;Mosquito PR.XVI;11;0;0;0;0;13;15;0;2;5;1;4;1;1;5;23;0;0;0;79;144;0;12;7;43;46;0;23;113;4;0;0;0;TDF12;18;14;4 ;0;0;0;0;0;0;0;0;23;1;191;127;26;0;0;25;0;0;0;0;0;0
898;40mm M1;9;8;6;10;0;2;5;0;0;4;2;2;7;0;4;1;0;8;0;14;171;0;12;12;40;46;2;10;49;0;0;0;0;PA717;46;80;13 ;2;0;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;0;0;0;0;0
899;IIIS;13;0;0;0;0;5;4;0;2;0;1;1;1;1;5;16;0;0;0;25;270;0;9;6;37;43;0;5;65;1;0;0;0;PA667;74;14;99 ;0;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
900;Soetransport;18;0;0;0;0;1;4;0;3;0;1;1;1;0;6;5;0;0;0;9;877;0;12;1;35;46;0;5;1;1;0;0;0;WDE80;46;16;5 ;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0
901;de Ruyter CL;20;7;4;6;9;9;6;0;3;9;4;4;1;0;6;5;0;20;0;61;214;0;2;10;36;42;0;14;65;1;16;0;0;PL29;29;16;5 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
902;Torpedo Boat TB;15;2;1;2;6;5;4;2;3;5;2;3;1;0;6;5;0;20;0;17;215;0;12;1;35;42;0;0;65;1;20;0;0;PL86;8;16;5 ;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
903;Mariniers;1;6;2;0;5;7;7;2;0;2;1;2;8;0;3;3;0;6;0;17;109;0;7;1;36;40;2;14;1;0;0;0;0;TD76;2;1;1 ;160;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
904;Huzaren;1;4;1;0;2;5;6;0;0;2;1;3;6;0;8;5;0;6;0;11;96;0;7;1;36;40;1;14;1;0;0;0;0;LE160;2;2;10 ;0;0;0;0;0;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0
905;76,2mm ZiS-3;4;6;14;0;5;8;8;0;0;7;2;2;8;0;4;1;0;7;0;14;155;0;12;11;41;46;2;20;1;0;0;0;0;PT349;51;80;13 ;4;2;0;0;0;0;0;0;20;1;0;0;0;0;0;0;0;0;0;0;0;0
906;Inzinieri;1;7;4;0;4;8;7;2;0;2;1;2;8;0;3;2;0;7;0;30;98;0;9;3;39;44;2;1;5;0;0;0;0;JKI83;45;72;1 ;128;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
907;105mm K vz35;8;11;7;0;3;3;5;0;0;3;5;2;3;0;4;0;0;6;0;41;60;0;9;3;39;44;1;1;1;0;0;0;0;PA801;15;80;13 ;8;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
